record_id,region,road_segment,traffic_volume,avg_speed_mph,travel_time_min,congestion_index,incident_reports,weather_condition,day_period
1353,New York,A1,2466,33,25,0.6,0,Clear,Afternoon
1354,Illinois,C1,1776,63,58,0.45,1,Rain,Evening
1355,Texas,A1,1501,16,25,0.14,0,Rain,Night
1356,Illinois,A2,557,45,92,0.63,0,Rain,Evening
1357,New York,C2,2736,58,22,0.21,0,Rain,Night
1358,Florida,A2,3199,16,108,0.34,0,Rain,Morning
1359,California,A1,1755,68,54,0.83,0,Rain,Morning
1360,California,C2,857,24,62,0.66,0,Snow,Afternoon
1361,California,A1,4316,40,61,0.51,0,Snow,Afternoon
1362,California,B2,3152,45,85,0.44,0,Snow,Morning
1363,Texas,C1,2857,52,102,0.68,1,Snow,Evening
1364,Florida,C2,4792,59,83,0.53,0,Clear,Morning
1365,Florida,A2,4029,33,107,0.33,0,Rain,Afternoon
1366,Florida,C2,372,77,33,0.38,1,Rain,Afternoon
1367,Texas,B1,2918,43,31,0.62,1,Fog,Evening
1368,Florida,C2,3923,36,88,0.55,1,Fog,Afternoon
1369,California,B1,2075,58,96,0.58,0,Snow,Afternoon
1370,Florida,C1,551,55,95,0.66,0,Rain,Evening
1371,Florida,A2,230,74,28,0.77,0,Fog,Morning
1372,Illinois,B2,1784,35,106,0.56,0,Fog,Morning
1373,Florida,C1,3373,53,79,0.53,0,Snow,Night
1374,California,C1,2795,80,57,0.75,1,Clear,Evening
1375,New York,A2,2590,24,42,0.83,1,Clear,Afternoon
1376,Texas,B1,1801,84,58,0.17,1,Rain,Morning
1377,Illinois,B2,1793,62,37,0.17,0,Rain,Afternoon
1378,California,B1,4720,38,56,0.78,0,Clear,Night
1379,Texas,B1,2100,48,50,0.38,1,Rain,Night
1380,California,B2,968,60,106,0.52,0,Rain,Morning
1381,Florida,C2,1262,15,18,0.34,0,Clear,Night
1382,Texas,B1,1771,59,78,0.13,0,Rain,Night
1383,Illinois,B2,4143,22,24,0.59,1,Rain,Afternoon
1384,New York,A1,2996,27,78,0.17,0,Snow,Night
1385,Illinois,A1,4394,66,6,0.14,0,Rain,Evening
1386,Illinois,B2,3117,82,33,0.25,0,Clear,Night
1387,New York,C2,2392,72,34,0.4,0,Rain,Evening
1388,Florida,A1,252,84,99,0.17,1,Fog,Morning
1389,New York,C1,4215,53,13,0.6,0,Fog,Night
1390,Illinois,B1,3890,20,43,0.78,1,Snow,Afternoon
1391,California,C1,2966,44,37,0.38,0,Rain,Evening
1392,New York,C2,2710,83,23,0.35,0,Rain,Evening
1393,New York,A1,532,18,9,0.78,0,Fog,Evening
1394,New York,B1,3436,38,111,0.76,3,Clear,Afternoon
1395,California,B1,1180,73,77,0.43,1,Fog,Afternoon
1396,Florida,A1,1879,70,52,0.99,0,Clear,Morning
1397,New York,A1,658,31,98,0.78,1,Snow,Afternoon
1398,New York,B1,4340,54,67,0.68,0,Clear,Morning
1399,Texas,B2,3000,23,43,0.13,0,Clear,Night
1400,Florida,B1,931,78,101,0.54,0,Rain,Evening
1401,New York,C1,2010,59,29,0.16,0,Fog,Morning
1402,Illinois,B1,1854,23,22,0.41,0,Fog,Morning
1403,Texas,C2,174,80,8,0.26,0,Clear,Night
1404,Florida,A1,1923,52,102,0.26,0,Snow,Night
1405,Illinois,C2,483,53,76,0.68,0,Fog,Morning
1406,Texas,A1,4338,32,71,0.73,0,Snow,Morning
1407,New York,C2,2236,67,46,0.19,0,Clear,Night
1408,Texas,A2,2639,51,114,0.17,0,Fog,Afternoon
1409,California,A1,607,31,40,0.97,1,Snow,Morning
1410,Florida,B2,1660,77,84,0.82,1,Snow,Afternoon
1411,New York,B1,1192,72,19,0.86,0,Clear,Night
1412,Texas,A1,2567,43,91,0.15,0,Clear,Afternoon
1413,New York,B1,2089,39,81,0.99,0,Clear,Evening
1414,Texas,B1,3644,52,23,0.85,1,Snow,Afternoon
1415,New York,B2,1637,36,33,0.17,1,Snow,Morning
1416,Florida,C1,2740,65,118,0.37,0,Fog,Night
1417,California,A2,4038,18,101,0.76,0,Rain,Evening
1418,Texas,C1,2714,75,12,0.86,0,Snow,Morning
1419,Florida,C2,4527,83,116,0.42,1,Fog,Morning
1420,California,C2,2500,49,65,0.82,2,Clear,Afternoon
1421,New York,C2,694,66,108,0.94,0,Fog,Night
1422,New York,A2,4346,40,42,0.75,0,Snow,Morning
1423,New York,B1,914,36,26,0.74,0,Fog,Morning
1424,Illinois,A2,3768,44,90,0.47,0,Fog,Afternoon
1425,Illinois,B2,4849,72,40,0.93,0,Snow,Afternoon
1426,California,B2,2980,53,115,0.56,0,Snow,Morning
1427,California,B2,2988,34,12,0.19,0,Snow,Evening
1428,New York,A1,2970,43,100,0.12,1,Snow,Afternoon
1429,Illinois,C2,3141,46,11,0.65,0,Clear,Evening
1430,New York,C2,3703,42,9,0.5,0,Rain,Evening
1431,Texas,A1,1812,27,94,0.64,0,Fog,Afternoon
1432,Texas,B1,867,54,103,0.21,0,Fog,Evening
1433,Florida,A2,2840,30,114,0.45,1,Snow,Morning
1434,Texas,C1,840,76,83,0.94,0,Clear,Evening
1435,Florida,A1,1349,75,68,0.17,1,Fog,Morning
1436,Illinois,A1,2011,20,11,0.1,0,Rain,Evening
1437,Illinois,B1,824,61,22,0.95,1,Fog,Evening
1438,Illinois,B2,1846,37,38,0.13,0,Fog,Afternoon
1439,New York,A1,2835,22,43,0.73,0,Rain,Afternoon
1440,California,A2,4458,42,63,0.58,0,Rain,Night
1441,New York,C1,2318,38,32,0.82,0,Snow,Evening
1442,California,A1,335,20,75,0.22,1,Rain,Evening
1443,California,B1,3026,43,32,0.37,1,Snow,Night
1444,Illinois,C1,4869,19,55,0.44,0,Snow,Afternoon
1445,Texas,B2,4375,60,49,0.86,1,Snow,Night
1446,Florida,B1,3345,46,104,0.82,0,Fog,Evening
1447,Florida,C1,4127,43,108,0.46,0,Clear,Morning
1448,New York,C1,1859,20,36,0.77,0,Fog,Morning
1449,Illinois,B1,4961,71,88,0.3,0,Clear,Morning
1450,Illinois,A2,4879,71,64,0.82,0,Rain,Night
1451,Illinois,B2,219,27,99,0.23,0,Fog,Afternoon
1452,Illinois,A1,4209,31,22,0.17,1,Fog,Night
1453,New York,C1,3683,30,7,0.25,0,Rain,Night
1454,Illinois,A1,2789,44,77,0.25,1,Clear,Afternoon
1455,California,C1,2415,73,42,0.14,0,Clear,Evening
1456,California,B1,3269,36,13,0.63,0,Clear,Afternoon
1457,California,B1,1422,32,111,0.68,1,Snow,Morning
1458,Illinois,A2,1236,27,13,0.27,0,Fog,Night
1459,Texas,B1,1542,58,71,0.12,1,Snow,Afternoon
1460,Illinois,B1,2002,61,108,0.49,0,Fog,Night
1461,Texas,C1,2925,34,9,0.85,0,Clear,Evening
1462,New York,B1,308,45,23,0.75,0,Snow,Evening
1463,Texas,B2,1364,41,102,0.91,1,Fog,Night
1464,Illinois,A2,4332,55,9,0.96,0,Rain,Evening
1465,Texas,A2,1249,15,64,0.58,1,Snow,Morning
1466,Texas,C1,2477,70,90,0.82,0,Snow,Morning
1467,Texas,A2,4337,65,89,0.46,0,Fog,Evening
1468,Florida,A1,745,84,36,0.8,0,Clear,Afternoon
1469,Texas,A1,3204,34,107,0.73,0,Snow,Night
1470,Illinois,C1,501,64,24,0.62,0,Rain,Evening
1471,Florida,C2,3814,68,81,0.74,0,Snow,Morning
1472,Texas,B2,3954,61,46,0.69,0,Clear,Evening
1473,Florida,B2,2710,19,79,0.97,0,Snow,Morning
1474,Illinois,B1,1184,33,17,0.63,0,Clear,Morning
1475,California,C2,2406,23,22,0.36,2,Rain,Morning
1476,Florida,A1,3553,79,106,0.35,1,Clear,Evening
1477,New York,C1,869,41,79,0.65,1,Clear,Afternoon
1478,New York,C1,1867,44,75,0.95,0,Fog,Morning
1479,New York,B1,3467,63,7,0.83,0,Snow,Morning
1480,Illinois,B2,3713,26,13,0.35,1,Rain,Night
1481,New York,B1,4690,16,36,0.19,1,Rain,Night
1482,Texas,C2,2199,29,85,0.41,0,Rain,Night
1483,Texas,B1,188,84,10,0.51,0,Rain,Afternoon
1484,Florida,A1,598,53,113,0.39,1,Snow,Morning
1485,Florida,C1,1123,72,57,0.1,0,Snow,Night
1486,New York,C2,2726,33,96,0.86,0,Snow,Night
1487,California,C2,2955,39,46,0.46,0,Clear,Afternoon
1488,Illinois,C2,1178,23,107,0.42,0,Snow,Morning
1489,Texas,A1,2612,54,71,0.86,0,Fog,Morning
1490,New York,B2,788,27,17,0.5,0,Fog,Morning
1491,Illinois,C1,1931,70,64,0.81,1,Fog,Evening
1492,New York,B1,3905,25,36,0.36,0,Snow,Morning
1493,New York,A2,2359,69,115,0.96,0,Snow,Evening
1494,New York,B2,4842,81,43,0.77,1,Clear,Night
1495,New York,A1,1845,29,84,0.86,1,Rain,Night
1496,California,B2,2664,41,81,0.46,0,Rain,Afternoon
1497,California,C1,3791,67,31,0.39,0,Fog,Night
1498,Florida,C1,1984,69,75,0.2,1,Fog,Night
1499,New York,A2,2217,65,23,0.62,0,Clear,Afternoon
1500,Illinois,A1,3279,47,62,0.81,0,Fog,Morning
1501,Florida,C2,4893,34,95,0.62,0,Fog,Afternoon
1502,California,B2,2815,30,19,0.59,0,Fog,Afternoon
1503,California,A1,3226,64,99,0.82,0,Rain,Morning
1504,Illinois,B1,2364,33,82,0.75,1,Snow,Morning
1505,Florida,A1,2727,77,118,0.69,0,Rain,Afternoon
1506,Florida,A1,1546,40,70,0.29,0,Clear,Morning
1507,California,A2,4685,79,8,0.68,0,Snow,Afternoon
1508,Illinois,C1,2498,22,46,0.77,0,Clear,Evening
1509,Texas,A1,3290,19,110,0.85,0,Snow,Morning
1510,Illinois,B2,2336,71,103,0.17,0,Snow,Night
1511,Texas,A2,4309,67,12,0.52,0,Clear,Afternoon
1512,California,A2,4802,20,63,0.22,0,Snow,Morning
1513,New York,C1,685,51,101,0.93,0,Rain,Night
1514,Texas,A2,458,41,110,0.52,1,Snow,Night
1515,Texas,B2,2841,56,6,0.49,0,Fog,Evening
1516,Florida,B2,3380,81,30,0.49,0,Fog,Morning
1517,Illinois,C2,2394,57,96,0.24,1,Snow,Afternoon
1518,California,B2,702,81,69,0.37,0,Snow,Evening
1519,Illinois,B1,904,71,119,0.14,0,Clear,Evening
1520,Illinois,B1,1364,80,39,0.63,0,Fog,Night
1521,Florida,B1,4352,43,31,0.46,2,Rain,Afternoon
1522,New York,B2,1613,16,94,0.35,1,Clear,Afternoon
1523,New York,A1,717,82,13,0.16,0,Snow,Night
1524,New York,B1,1018,51,34,0.56,0,Snow,Morning
1525,Illinois,B1,2647,54,46,0.88,0,Clear,Morning
1526,Florida,B1,705,80,25,0.1,2,Clear,Morning
1527,California,A1,2123,16,79,0.86,1,Rain,Night
1528,California,C2,738,60,31,0.33,0,Fog,Morning
1529,New York,A2,2794,72,95,0.42,0,Fog,Morning
1530,California,B2,2424,20,81,0.55,0,Rain,Morning
1531,Illinois,A1,3949,64,43,0.53,1,Fog,Night
1532,Florida,A2,1321,77,115,0.76,0,Rain,Evening
1533,California,C2,2400,61,18,0.75,0,Snow,Night
1534,Illinois,A1,3797,37,103,0.87,0,Clear,Morning
1535,California,B1,3339,51,105,0.63,1,Snow,Evening
1536,New York,B1,4066,74,117,0.84,0,Fog,Evening
1537,California,B1,3782,45,61,0.39,0,Fog,Afternoon
1538,New York,A2,3345,82,104,0.16,1,Snow,Morning
1539,New York,A2,2454,38,76,0.56,0,Fog,Evening
1540,New York,C1,544,52,40,0.55,0,Snow,Evening
1541,New York,A1,4098,30,101,0.63,1,Clear,Morning
1542,Texas,B1,3674,71,52,0.2,0,Snow,Night
1543,California,B1,3701,65,85,0.89,1,Fog,Morning
1544,California,C2,4914,60,77,0.17,0,Clear,Morning
1545,Illinois,B2,4203,60,18,0.63,0,Snow,Night
1546,Texas,B1,614,64,32,0.22,0,Rain,Morning
1547,New York,B2,4464,63,108,0.46,1,Snow,Morning
1548,Florida,C1,1959,42,88,0.56,0,Rain,Morning
1549,Texas,B2,4122,55,106,0.82,1,Snow,Evening
1550,California,C1,1962,23,34,0.75,0,Clear,Night
1551,California,C1,1195,54,34,0.14,2,Clear,Night
1552,New York,A1,1035,81,91,0.33,2,Clear,Night
1553,Illinois,A2,3104,80,6,0.95,2,Clear,Night
1554,Texas,A1,905,17,69,0.26,0,Clear,Afternoon
1555,Florida,B2,4655,32,75,0.84,0,Clear,Evening
1556,Illinois,C2,802,54,6,0.16,2,Fog,Night
1557,California,C2,2725,41,91,0.19,0,Fog,Evening
1558,Texas,A2,4332,19,70,0.11,1,Fog,Night
1559,Texas,A1,2698,35,58,0.2,0,Rain,Evening
1560,California,C1,644,73,25,0.92,0,Snow,Evening
1561,Texas,A2,1309,43,79,0.77,0,Rain,Afternoon
1562,California,C2,3272,46,72,0.25,0,Snow,Night
1563,Illinois,A1,1297,70,96,0.3,0,Clear,Morning
1564,Illinois,C1,1429,71,102,0.7,0,Fog,Afternoon
1565,California,A1,4755,53,67,0.74,1,Clear,Morning
1566,Illinois,A1,495,83,55,0.24,0,Snow,Night
1567,Illinois,C2,4233,48,14,0.18,0,Fog,Evening
1568,Florida,B2,2135,60,31,0.51,2,Clear,Night
1569,Florida,B2,905,72,62,0.93,0,Rain,Evening
1570,Illinois,C1,4959,29,40,0.5,1,Snow,Afternoon
1571,New York,C2,1915,48,100,0.35,0,Rain,Morning
1572,California,A2,3884,58,117,0.83,1,Fog,Night
1573,Texas,B2,2008,56,11,0.27,0,Fog,Night
1574,California,B1,1849,48,13,0.85,1,Fog,Afternoon
1575,Illinois,B1,3171,37,13,0.74,0,Rain,Afternoon
1576,California,B1,4541,42,107,0.9,0,Snow,Morning
1577,Illinois,A2,4335,83,20,0.47,0,Clear,Evening
1578,Illinois,B1,463,61,54,0.32,0,Fog,Afternoon
1579,California,C1,1873,42,22,0.28,0,Rain,Night
1580,Illinois,C2,209,79,103,0.85,0,Rain,Evening
1581,Illinois,A1,4226,62,117,0.22,0,Snow,Evening
1582,Florida,A2,1080,51,86,0.37,1,Clear,Night
1583,California,B2,3241,82,17,0.47,1,Snow,Night
1584,Texas,C2,3655,69,29,0.47,1,Rain,Afternoon
1585,Florida,B2,1438,61,115,0.64,1,Snow,Evening
1586,California,C2,4033,34,83,0.79,0,Fog,Evening
1587,New York,B1,427,64,18,0.88,0,Clear,Evening
1588,New York,A2,2467,27,74,0.8,0,Snow,Evening
1589,California,C2,3651,25,47,0.27,1,Snow,Morning
1590,California,A2,136,38,74,0.66,2,Clear,Afternoon
1591,Texas,A1,1839,28,15,0.22,0,Snow,Evening
1592,Illinois,B1,4211,72,76,0.43,1,Clear,Afternoon
1593,Florida,A1,1403,58,111,0.99,1,Snow,Night
1594,Florida,B2,336,51,92,0.92,0,Rain,Evening
1595,Texas,A2,475,22,115,0.67,0,Rain,Night
1596,California,A1,3179,83,39,0.49,1,Fog,Evening
1597,Illinois,B2,538,64,99,0.76,2,Snow,Afternoon
1598,Texas,B2,887,25,33,0.63,0,Clear,Night
1599,Texas,C1,2218,45,36,0.66,0,Clear,Morning
1600,Florida,B1,4082,51,17,0.17,0,Rain,Evening
1601,New York,C2,2331,58,29,0.38,0,Snow,Evening
1602,Texas,C2,1387,51,8,0.27,0,Snow,Evening
1603,Texas,B1,2015,57,92,0.59,0,Fog,Afternoon
1604,Illinois,A1,4068,66,20,0.33,0,Clear,Afternoon
1605,California,C2,2847,41,10,0.82,0,Rain,Afternoon
1606,New York,C2,2383,82,12,0.15,0,Clear,Evening
1607,Texas,A2,2563,16,34,0.44,2,Fog,Morning
1608,California,A2,3421,55,21,0.89,1,Fog,Evening
1609,Illinois,A1,2883,68,117,0.78,0,Rain,Evening
1610,Florida,B1,4261,56,39,0.31,0,Snow,Evening
1611,Illinois,A2,982,50,89,0.44,0,Snow,Afternoon
1612,California,C1,2322,77,43,0.12,2,Rain,Evening
1613,Florida,C1,2301,35,87,0.83,0,Clear,Afternoon
1614,Florida,C1,4046,27,96,0.61,1,Snow,Afternoon
1615,Texas,B2,162,20,91,0.3,1,Rain,Afternoon
1616,Texas,A1,3349,35,94,0.91,0,Clear,Night
1617,Illinois,A1,2646,29,86,0.18,1,Snow,Morning
1618,California,B1,4451,55,115,0.81,2,Clear,Evening
1619,California,A1,612,83,21,0.14,0,Rain,Morning
1620,Texas,B1,3780,58,15,0.6,0,Rain,Morning
1621,California,C2,2715,41,49,0.37,1,Fog,Evening
1622,New York,A2,3507,26,51,0.46,0,Rain,Morning
1623,California,C2,1971,72,85,0.21,1,Rain,Night
1624,Illinois,A2,2168,77,98,0.85,1,Snow,Evening
1625,Florida,C2,125,47,5,0.98,0,Fog,Morning
1626,California,C2,1873,43,99,0.14,0,Clear,Afternoon
1627,California,C1,3210,66,24,0.63,1,Fog,Morning
1628,Florida,B1,2837,81,77,0.2,0,Clear,Night
1629,Florida,C2,1226,80,8,0.18,0,Rain,Evening
1630,Illinois,A2,585,26,60,0.68,0,Rain,Afternoon
1631,California,A1,3409,66,16,0.62,0,Rain,Night
1632,Illinois,C1,3431,64,104,0.47,1,Rain,Morning
1633,California,C1,2013,74,101,0.8,1,Rain,Afternoon
1634,New York,B2,1241,62,18,0.73,2,Rain,Morning
1635,Texas,B1,4292,54,100,0.5,1,Rain,Morning
1636,Illinois,A2,2047,32,40,0.78,0,Rain,Afternoon
1637,Illinois,B2,3294,26,20,0.92,0,Clear,Afternoon
1638,California,C1,2458,47,20,0.52,0,Snow,Evening
1639,California,B1,3547,40,114,0.81,0,Fog,Afternoon
1640,Texas,B1,421,82,115,0.28,1,Fog,Night
1641,New York,B1,2837,29,110,0.16,1,Rain,Afternoon
1642,Texas,A1,4014,30,18,0.82,0,Snow,Night
1643,New York,C2,3336,66,61,0.93,0,Clear,Morning
1644,California,A1,2513,37,109,0.45,0,Fog,Evening
1645,Florida,C1,1454,71,43,0.24,1,Rain,Morning
1646,California,B1,529,84,111,0.91,0,Fog,Morning
1647,Texas,A2,408,44,23,0.47,0,Rain,Night
1648,Florida,C1,2340,33,43,0.45,1,Rain,Evening
1649,Illinois,C2,164,31,76,0.95,0,Rain,Afternoon
1650,Illinois,C1,2765,82,40,0.87,0,Clear,Night
1651,Illinois,C1,2946,71,54,0.77,0,Fog,Evening
1652,Florida,A2,385,29,56,0.39,0,Fog,Night
1653,Florida,A1,3621,66,29,0.5,1,Clear,Evening
1654,New York,A2,2861,61,54,0.22,0,Snow,Morning
1655,New York,B2,2924,78,56,0.25,0,Fog,Night
1656,Texas,A2,4347,41,74,0.95,0,Fog,Night
1657,Florida,C2,3681,50,97,0.91,0,Snow,Afternoon
1658,Illinois,A2,2733,48,75,0.57,0,Rain,Night
1659,Illinois,A2,742,38,94,0.32,1,Clear,Afternoon
1660,Texas,B2,3583,84,103,0.67,0,Rain,Morning
1661,New York,A1,940,67,58,0.3,0,Rain,Evening
1662,California,C1,4240,22,99,0.48,0,Snow,Afternoon
1663,New York,A1,3728,19,61,0.83,1,Clear,Afternoon
1664,Florida,B1,2588,29,44,0.61,0,Clear,Afternoon
1665,Texas,C2,3160,46,110,0.66,1,Snow,Morning
1666,Texas,B2,4382,45,117,0.34,0,Clear,Evening
1667,California,B1,126,57,28,0.19,2,Snow,Morning
1668,Illinois,C1,3140,22,34,0.3,0,Snow,Evening
1669,Florida,A2,954,24,76,0.51,1,Fog,Morning
1670,Illinois,A2,963,56,25,0.49,1,Snow,Night
1671,Florida,A2,2493,82,98,0.4,0,Snow,Afternoon
1672,Texas,C1,581,71,103,0.23,0,Snow,Afternoon
1673,Illinois,C1,4447,57,9,0.45,1,Rain,Evening
1674,Florida,C2,1825,42,78,0.43,1,Clear,Night
1675,Texas,B2,1991,22,59,0.78,1,Snow,Morning
1676,New York,C1,3045,18,97,0.28,0,Clear,Afternoon
1677,Texas,A1,3824,32,74,0.6,0,Fog,Morning
1678,New York,A2,1731,59,72,0.62,0,Rain,Morning
1679,New York,C1,1889,63,80,0.19,0,Snow,Afternoon
1680,Illinois,C1,1944,29,50,0.56,0,Rain,Night
1681,Texas,C2,2849,32,44,0.16,0,Clear,Evening
1682,Florida,A1,3963,50,119,0.18,0,Fog,Night
1683,Illinois,A1,4324,48,22,0.23,0,Snow,Night
1684,California,A1,4585,38,63,0.8,0,Rain,Afternoon
1685,New York,B1,4480,51,72,0.24,0,Snow,Morning
1686,Florida,A1,1056,62,92,0.4,0,Fog,Afternoon
1687,Texas,B2,4632,41,23,0.96,0,Snow,Evening
1688,New York,B2,878,37,27,0.9,1,Rain,Morning
1689,Texas,B1,112,72,112,0.65,0,Clear,Morning
1690,New York,A2,3156,42,22,0.89,1,Snow,Morning
1691,California,B1,4828,80,53,0.5,0,Rain,Evening
1692,New York,A1,1797,41,86,0.18,0,Fog,Night
1693,New York,A2,4893,29,47,0.4,0,Rain,Morning
1694,Illinois,C2,1863,28,111,0.19,0,Snow,Morning
1695,California,C2,4302,23,25,0.81,1,Fog,Evening
1696,Illinois,B1,1143,42,96,0.76,1,Rain,Morning
1697,New York,B2,357,27,25,0.38,0,Fog,Night
1698,Texas,B1,1027,23,39,0.95,0,Snow,Night
1699,Illinois,B1,184,70,103,0.46,1,Clear,Afternoon
1700,Florida,B2,2602,25,32,0.22,0,Fog,Morning
1701,Florida,C1,2752,80,105,0.42,1,Clear,Morning
1702,California,A2,2441,53,106,0.11,0,Fog,Morning
1703,California,B1,3888,58,117,0.76,0,Clear,Afternoon
1704,Florida,A2,4176,21,37,0.42,0,Fog,Evening
1705,Texas,C2,3527,67,79,0.71,0,Clear,Afternoon
1706,Illinois,C1,2899,18,66,0.97,0,Snow,Morning
1707,New York,A1,1571,55,48,0.51,1,Fog,Night
1708,California,A2,4693,30,74,0.41,1,Fog,Morning
1709,California,C1,3062,57,88,0.25,2,Fog,Afternoon
1710,New York,C1,3769,53,47,0.9,1,Clear,Evening
1711,New York,C2,1791,33,87,0.26,0,Rain,Morning
1712,Illinois,B1,2650,32,74,0.56,2,Clear,Afternoon
1713,Illinois,C2,1929,63,69,0.86,0,Snow,Morning
1714,Florida,C2,562,29,105,0.54,0,Snow,Night
1715,New York,B2,336,44,113,0.59,0,Snow,Evening
1716,New York,A1,4260,21,53,0.57,0,Rain,Evening
1717,Texas,B2,2860,20,11,0.54,0,Rain,Evening
1718,California,B1,4395,64,63,0.66,0,Snow,Evening
1719,New York,A1,1727,30,62,0.79,1,Fog,Night
1720,California,C1,3418,17,31,0.3,1,Clear,Afternoon
1721,California,A1,808,17,19,0.73,0,Fog,Night
1722,New York,B2,1220,81,53,0.92,0,Fog,Morning
1723,New York,A2,1951,20,101,0.89,0,Snow,Evening
1724,New York,A2,214,35,108,0.6,0,Snow,Afternoon
1725,Texas,B1,262,39,94,0.98,0,Snow,Morning
1726,New York,B2,1492,71,66,0.82,0,Fog,Morning
1727,California,A2,293,46,57,0.29,0,Rain,Evening
1728,California,A1,3072,57,47,0.8,1,Snow,Afternoon
1729,Florida,C1,4226,75,33,0.37,1,Rain,Evening
1730,New York,C2,4846,36,24,0.65,1,Snow,Morning
1731,Florida,B2,4259,30,56,0.46,0,Rain,Morning
1732,New York,C2,1457,46,24,0.17,0,Rain,Night
1733,Texas,A1,2988,78,13,0.18,0,Fog,Night
1734,Texas,A2,2175,23,89,0.6,0,Clear,Night
1735,Texas,C2,3968,84,47,0.57,1,Snow,Morning
1736,California,C2,2890,80,94,0.85,1,Snow,Morning
1737,California,B1,2001,31,72,0.74,0,Fog,Night
1738,Florida,A1,332,45,45,0.13,0,Rain,Afternoon
1739,Texas,A1,230,68,31,0.96,0,Clear,Morning
1740,California,C2,4646,22,33,0.42,0,Snow,Evening
1741,Florida,C2,2392,70,25,0.57,0,Rain,Afternoon
1742,New York,B1,4560,41,90,0.67,0,Fog,Afternoon
1743,Texas,B2,3550,31,35,0.39,1,Fog,Night
1744,California,B1,1023,16,45,0.99,0,Fog,Morning
1745,Illinois,C2,168,57,97,0.88,1,Fog,Night
1746,California,B2,1386,21,89,0.8,1,Snow,Night
1747,Texas,B2,4716,82,97,0.6,0,Clear,Afternoon
1748,Florida,B1,1343,70,44,0.38,0,Fog,Morning
1749,California,B2,1011,44,119,0.22,0,Fog,Evening
1750,Illinois,B1,4503,53,20,0.69,0,Rain,Afternoon
1751,Illinois,B1,1173,65,53,0.12,0,Snow,Morning
1752,Texas,C2,2230,73,10,0.34,0,Rain,Evening
1753,Illinois,B2,1242,67,17,0.66,0,Snow,Evening
1754,Illinois,A1,1552,68,74,0.11,2,Snow,Night
1755,Florida,C2,1973,70,113,0.73,0,Fog,Evening
1756,Illinois,C1,2424,46,108,0.86,1,Clear,Morning
1757,Illinois,A2,2956,36,110,0.42,2,Snow,Afternoon
1758,California,C1,4922,36,115,0.5,2,Clear,Night
1759,Illinois,B2,3527,21,70,0.95,0,Fog,Evening
1760,Illinois,C1,1917,63,83,0.33,0,Rain,Afternoon
1761,New York,B2,4152,68,57,0.66,0,Rain,Morning
1762,New York,B1,448,42,100,0.61,0,Clear,Morning
1763,Texas,C1,3127,38,59,0.88,0,Fog,Evening
1764,California,C1,4545,37,26,0.47,0,Fog,Morning
1765,Illinois,C1,926,68,18,0.55,0,Snow,Morning
1766,Texas,B2,3717,75,119,0.33,1,Snow,Evening
1767,Illinois,B1,386,54,8,0.27,0,Rain,Evening
1768,Illinois,A2,2542,28,38,0.27,0,Clear,Morning
1769,Illinois,C2,1564,58,59,0.55,0,Snow,Evening
1770,California,A2,1151,19,112,0.75,2,Clear,Afternoon
1771,Texas,C1,518,56,77,0.71,0,Snow,Evening
1772,Florida,B2,3697,81,64,0.78,1,Rain,Evening
1773,Florida,A2,1641,50,111,0.53,1,Fog,Evening
1774,Illinois,C2,738,27,111,0.26,0,Rain,Night
1775,Illinois,B1,1860,42,20,0.96,0,Fog,Morning
1776,New York,C1,3112,50,58,0.4,0,Clear,Night
1777,Texas,C1,859,31,101,0.95,0,Clear,Night
1778,Texas,A2,2509,37,89,0.35,0,Clear,Night
1779,New York,C1,1333,65,46,0.22,0,Clear,Night
1780,Illinois,B1,3524,48,86,0.97,3,Fog,Afternoon
1781,Florida,B1,2638,37,102,0.94,0,Fog,Evening
1782,Texas,A1,1846,24,38,0.61,0,Clear,Evening
1783,New York,B2,1201,19,37,0.38,0,Rain,Evening
1784,Texas,B2,1826,61,37,0.81,0,Rain,Afternoon
1785,Florida,C1,2324,59,99,0.53,0,Clear,Evening
1786,Florida,C2,1867,16,65,0.93,0,Rain,Morning
1787,Texas,A2,3427,37,52,0.76,0,Fog,Evening
1788,California,B2,3617,22,35,0.48,1,Clear,Night
1789,New York,A1,2076,22,63,0.36,0,Fog,Afternoon
1790,California,B2,3948,37,35,0.43,1,Rain,Night
1791,Texas,B1,4625,70,118,0.14,0,Clear,Morning
1792,New York,C1,199,51,103,0.82,1,Clear,Night
1793,Florida,B1,3713,24,16,0.59,0,Snow,Evening
1794,Florida,B2,1948,66,23,0.59,1,Rain,Night
1795,California,C1,1616,33,55,0.76,1,Clear,Afternoon
1796,California,C2,2946,67,81,0.51,0,Clear,Morning
1797,New York,B2,1806,78,55,0.19,0,Fog,Morning
1798,New York,A2,4482,33,114,0.76,2,Fog,Evening
1799,Florida,A1,3064,49,34,0.96,0,Fog,Afternoon
1800,California,A1,1284,46,61,0.39,0,Clear,Night
1801,Florida,C2,2769,25,101,0.25,1,Rain,Evening
1802,Texas,B2,2473,48,118,0.3,2,Fog,Afternoon
1803,Illinois,B1,1801,67,5,0.83,0,Rain,Evening
1804,Illinois,B2,912,69,75,0.56,1,Clear,Night
1805,Florida,C1,496,50,21,0.99,0,Snow,Morning
1806,Illinois,B2,1407,82,21,0.39,0,Clear,Morning
1807,Texas,A2,4228,43,41,0.82,0,Snow,Evening
